SerialNumber,Product_Code,OpcoID,State
520345,TC101160,FXAU,VIC
526072,TC101165,FXAU,VIC
630087,TC101180,FXAU,VIC
629867,TC101181,FXAU,VIC
526185,TC101165,FXAU,VIC
629601,TC101181,FXAU,VIC
566339,TC101169,FXAU,VIC
751421,TC101160,FXAU,VIC
502693,TC101161,FXAU,VIC
526067,TC101165,FXAU,VIC
526183,TC101165,FXAU,VIC
566371,TC101169,FXAU,VIC
751419,TC101162,FXAU,VIC
526169,TC101165,FXAU,VIC
651005,TC101182,FXAU,VIC
512768,TC101165,FXAU,VIC
621669,TC101181,FXAU,VIC
562640,TC101163,FXAU,VIC
561228,TC101163,FXAU,VIC
513464,TC101165,FXAU,VIC
513971,TC101167,FXAU,VIC
760039,TC101168,FXAU,VIC
621280,TC101180,FXAU,VIC
508242,TC101165,FXAU,VIC
508244,TC101165,FXAU,VIC
501582,TC101167,FXAU,VIC
630022,TC101180,FXAU,VIC
624532,TC101181,FXAU,VIC
630053,TC101180,FXAU,VIC
820034,TC101182,FXAU,VIC
652858,TC101182,FXAU,VIC
565325,TC101169,FXAU,VIC
750636,TC101167,FXAU,VIC
565753,TC101163,FXAU,VIC
620443,TC101181,FXAU,VIC
751069,TC101165,FXAU,VIC
508221,TC101165,FXAU,VIC
567864,TC101169,FXAU,VIC
751461,TC101160,FXAU,VIC
522972,TC101160,FXAU,VIC
562910,TC101168,FXAU,VIC
629375,TC101181,FXAU,VIC
510610,TC101165,FXAU,VIC
751357,TC101161,FXAU,VIC
502931,TC101161,FXAU,VIC
563647,TC101168,FXAU,VIC
565115,TC101168,FXAU,VIC
505225,TC101160,FXAU,VIC
515553,TC101166,FXAU,VIC
650147,TC101183,FXAU,VIC
514892,TC101162,FXAU,VIC
501770,TC101167,FXAU,VIC
564760,TC101168,FXAU,VIC
508249,TC101161,FXAU,VIC
620300,TC101181,FXAU,VIC
526603,TC101160,FXAU,VIC
506312,TC101167,FXAU,VIC
650358,TC101183,FXAU,VIC
650283,TC101183,FXAU,VIC
650306,TC101183,FXAU,VIC
626834,TC101174,FXAU,VIC
504107,TC101166,FXAU,VIC
652945,TC101183,FXAU,VIC
523653,TC101165,FXAU,VIC
525385,TC101160,FXAU,VIC
622519,TC101180,FXAU,VIC
626006,TC101180,FXAU,VIC
626826,TC101174,FXAU,VIC
650871,TC101182,FXAU,VIC
503386,TC101165,FXAU,VIC
630399,TC101180,FXAU,VIC
630398,TC101180,FXAU,VIC
750563,TC101167,FXAU,VIC
623465,TC101173,FXAU,VIC
503479,TC101160,FXAU,VIC
511598,TC101161,FXAU,VIC
505682,TC101161,FXAU,VIC
511604,TC101161,FXAU,VIC
526546,TC101162,FXAU,VIC
522238,TC101162,FXAU,VIC
513729,TC101165,FXAU,VIC
518135,TC101162,FXAU,VIC
627972,TC101180,FXAU,VIC
625880,TC101180,FXAU,VIC
652641,TC101182,FXAU,VIC
760196,TC101163,FXAU,VIC
521264,TC101160,FXAU,VIC
514545,TC101165,FXAU,VIC
760042,TC101169,FXAU,VIC
750065,TC101160,FXAU,VIC
751477,TC101160,FXAU,VIC
621309,TC101180,FXAU,VIC
568401,TC101163,FXAU,VIC
525962,TC101165,FXAU,VIC
566331,TC101168,FXAU,VIC
525986,TC101160,FXAU,VIC
523461,TC101160,FXAU,VIC
513778,TC101165,FXAU,VIC
751329,TC101160,FXAU,VIC
564751,TC101168,FXAU,VIC
521027,TC101160,FXAU,VIC
750971,TC101165,FXAU,VIC
516606,TC101160,FXAU,VIC
750117,TC101161,FXAU,VIC
519383,TC101160,FXAU,VIC
760421,TC101163,FXAU,VIC
760425,TC101163,FXAU,VIC
517675,TC101160,FXAU,VIC
751668,TC101160,FXAU,VIC
516510,TC101165,FXAU,VIC
626785,TC101180,FXAU,VIC
564275,TC101168,FXAU,VIC
520729,TC101165,FXAU,VIC
820051,TC101182,FXAU,VIC
520605,TC101167,FXAU,VIC
514715,TC101165,FXAU,VIC
650503,TC101182,FXAU,VIC
502863,TC101167,FXAU,VIC
503444,TC101165,FXAU,VIC
516208,TC101160,FXAU,VIC
751631,TC101160,FXAU,VIC
516308,TC101160,FXAU,VIC
516798,TC101160,FXAU,VIC
526448,TC101167,FXAU,VIC
750849,TC101162,FXAU,VIC
523294,TC101161,FXAU,VIC
510844,TC101167,FXAU,VIC
525896,TC101167,FXAU,VIC
520223,TC101160,FXAU,VIC
518087,TC101165,FXAU,VIC
500237,TC101167,FXAU,VIC
523952,TC101162,FXAU,VIC
565184,TC101163,FXAU,VIC
750868,TC101166,FXAU,VIC
520645,TC101165,FXAU,VIC
520706,TC101165,FXAU,VIC
522460,TC101165,FXAU,VIC
790321,TC101174,FXAU,VIC
626794,TC101180,FXAU,VIC
515937,TC101162,FXAU,VIC
524791,TC101160,FXAU,VIC
513390,TC101166,FXAU,VIC
152868,TC101639,FXAU,VIC
150031,TC101640,FXAU,VIC
154017,TC101638,FXAU,VIC
152904,TC101638,FXAU,VIC
151728,TC101640,FXAU,VIC
152244,TC101639,FXAU,VIC
150370,TC101640,FXAU,VIC
150954,TC101639,FXAU,VIC
152249,TC101639,FXAU,VIC
151738,TC101638,FXAU,VIC
150175,TC101638,FXAU,VIC
151176,TC101640,FXAU,VIC
153340,TC101639,FXAU,VIC
152337,TC101639,FXAU,VIC
151054,TC101638,FXAU,VIC
151956,TC101639,FXAU,VIC
150691,TC101640,FXAU,VIC
150430,TC101640,FXAU,VIC
151068,TC101639,FXAU,VIC
153114,TC101639,FXAU,VIC
152715,TC101640,FXAU,VIC
151804,TC101640,FXAU,VIC
150971,TC101638,FXAU,VIC
150537,TC101640,FXAU,VIC
151960,TC101639,FXAU,VIC
150191,TC101639,FXAU,VIC
153098,TC101639,FXAU,VIC
151222,TC101639,FXAU,VIC
150964,TC101639,FXAU,VIC
153403,TC101639,FXAU,VIC
152050,TC101640,FXAU,VIC
150648,TC101639,FXAU,VIC
150955,TC101639,FXAU,VIC
151045,TC101639,FXAU,VIC
151318,TC101639,FXAU,VIC
150837,TC101639,FXAU,VIC
151237,TC101639,FXAU,VIC
150242,TC101640,FXAU,VIC
152684,TC101638,FXAU,VIC
150696,TC101638,FXAU,VIC
150700,TC101639,FXAU,VIC
153208,TC101639,FXAU,VIC
150313,TC101639,FXAU,VIC
151091,TC101640,FXAU,VIC
150792,TC101639,FXAU,VIC
150770,TC101639,FXAU,VIC
151889,TC101638,FXAU,VIC
150575,TC101639,FXAU,VIC
153010,TC101639,FXAU,VIC
153395,TC101639,FXAU,VIC
151261,TC101639,FXAU,VIC
150839,TC101640,FXAU,VIC
153384,TC101639,FXAU,VIC
151866,TC101640,FXAU,VIC
154025,TC101639,FXAU,VIC
151613,TC101638,FXAU,VIC
151835,TC101640,FXAU,VIC
152214,TC101640,FXAU,VIC
150597,TC101640,FXAU,VIC
150518,TC101638,FXAU,VIC
153958,TC101639,FXAU,VIC
151316,TC101638,FXAU,VIC
153091,TC101639,FXAU,VIC
150523,TC101640,FXAU,VIC
153477,TC101638,FXAU,VIC
151367,TC101639,FXAU,VIC
153569,TC101638,FXAU,VIC
153273,TC101639,FXAU,VIC
150177,TC101639,FXAU,VIC
150938,TC101640,FXAU,VIC
153889,TC101639,FXAU,VIC
151864,TC101640,FXAU,VIC
151583,TC101640,FXAU,VIC
152629,TC101639,FXAU,VIC
151229,TC101639,FXAU,VIC
153067,TC101640,FXAU,VIC
150483,TC101640,FXAU,VIC
152193,TC101638,FXAU,VIC
150414,TC101640,FXAU,VIC
150393,TC101639,FXAU,VIC
153691,TC101639,FXAU,VIC
150494,TC101639,FXAU,VIC
151806,TC101638,FXAU,VIC
153886,TC101639,FXAU,VIC
151185,TC101639,FXAU,VIC
153972,TC101639,FXAU,VIC
151800,TC101640,FXAU,VIC
152116,TC101638,FXAU,VIC
150107,TC101639,FXAU,VIC
151394,TC101640,FXAU,VIC
153341,TC101639,FXAU,VIC
152680,TC101638,FXAU,VIC
